,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B1I_tags,Label,height(new)
18102,41,86,1.632,1,32,1784.0,1.2,2141,9,27,163
18104,39,87,1.631,1,33,1807.8,1.3,2350,9,29,163
18105,38,86,1.632,1,32,1802.1,1.2,2163,9,28,163
18106,38,87,1.631,0,33,1587.6,1.5,2381,9,29,163
18108,40,86,1.632,1,32,1785.5,1.2,2143,9,27,163
18109,39,86,1.633,0,32,1578.1,1.5,2367,9,29,163
18112,41,87,1.632,1,33,1791.8,1.2,2150,9,28,163
18115,38,87,1.633,1,33,1814.2,1.2,2177,9,28,163
18121,39,87,1.631,0,33,1580.3,1.3,2054,9,27,163
18123,38,87,1.633,1,33,1811.5,1.2,2174,9,28,163
18129,41,86,1.633,0,32,1569.4,1.5,2354,9,29,163
18133,39,87,1.631,1,33,1810.0,1.3,2353,9,29,163
18135,40,86,1.632,0,32,1567.9,1.5,2352,9,29,163
18138,40,86,1.633,0,32,1569.8,1.3,2041,9,26,163
18141,39,86,1.632,1,32,1799.9,1.2,2160,9,28,163
18143,39,87,1.632,0,33,1585.3,1.3,2061,9,27,163
18148,40,87,1.633,1,33,1800.3,1.2,2160,9,28,163
18151,41,86,1.633,1,32,1784.9,1.2,2142,9,27,163
18156,40,86,1.631,1,32,1792.1,1.2,2150,9,28,163
18160,38,87,1.633,1,33,1816.2,1.3,2361,9,29,163
18166,39,86,1.632,0,32,1572.8,1.3,2045,9,26,163
18170,40,86,1.631,0,32,1570.0,1.3,2041,9,26,163
18171,38,86,1.631,0,32,1578.0,1.5,2367,9,29,163
18177,41,87,1.632,0,33,1572.4,1.3,2044,9,26,163
18186,38,86,1.633,0,32,1578.5,1.5,2368,9,29,163
18189,41,86,1.633,1,32,1778.9,1.2,2135,9,27,163
18200,39,86,1.633,0,32,1579.5,1.3,2053,9,27,163
18201,38,87,1.633,1,33,1813.2,1.2,2176,9,28,163
18204,39,86,1.633,0,32,1572.2,1.5,2358,9,29,163
18209,40,87,1.632,0,33,1580.0,1.3,2054,9,27,163
18210,39,86,1.631,0,32,1577.5,1.5,2366,9,29,163
18211,41,87,1.632,0,33,1575.6,1.5,2363,9,29,163
18213,39,86,1.633,1,32,1798.3,1.2,2158,9,28,163
18214,38,87,1.633,1,33,1817.6,1.2,2181,9,28,163
18219,40,86,1.631,0,32,1568.3,1.3,2039,9,26,163
18220,39,86,1.631,0,32,1572.2,1.5,2358,9,29,163
18225,40,86,1.631,0,32,1568.6,1.3,2039,9,26,163
18227,38,87,1.632,1,32,1809.3,1.3,2352,9,29,163
18230,41,86,1.633,0,32,1563.3,1.3,2032,9,26,163
18237,40,86,1.632,1,32,1789.7,1.2,2148,9,27,163
18239,38,86,1.632,0,32,1578.3,1.5,2367,9,29,163
18240,40,87,1.632,1,33,1802.5,1.2,2163,9,28,163
18242,40,87,1.633,0,33,1578.0,1.5,2367,9,29,163
18245,40,86,1.631,1,32,1787.5,1.2,2145,9,27,163
18247,40,87,1.631,0,33,1580.0,1.5,2370,9,29,163
18251,40,87,1.631,0,33,1575.8,1.5,2364,9,29,163
18254,40,86,1.631,1,32,1783.2,1.2,2140,9,27,163
18255,38,87,1.632,0,33,1588.9,1.3,2066,9,27,163
18257,39,87,1.633,1,33,1810.5,1.3,2354,9,29,163
18263,39,87,1.632,1,33,1809.0,1.3,2352,9,29,163
18266,40,86,1.632,0,32,1567.3,1.3,2037,9,26,163
18268,38,87,1.633,1,32,1811.5,1.3,2355,9,29,163
18270,40,86,1.631,1,32,1789.1,1.2,2147,9,27,163
18273,39,87,1.632,1,33,1811.2,1.3,2355,9,29,163
18275,39,86,1.633,0,32,1577.7,1.5,2367,9,29,163
18276,38,87,1.631,1,33,1812.9,1.3,2357,9,29,163
18277,39,86,1.631,1,32,1795.3,1.2,2154,9,28,163
18278,39,87,1.633,0,33,1582.5,1.3,2057,9,27,163
18279,41,86,1.632,0,32,1568.8,1.5,2353,9,29,163
18284,40,86,1.633,1,32,1786.2,1.2,2143,9,27,163
18285,40,86,1.632,0,32,1570.7,1.5,2356,9,29,163
18287,39,86,1.632,1,32,1793.5,1.2,2152,9,28,163
18289,40,86,1.631,0,33,1574.5,1.3,2047,9,26,163
18290,39,86,1.632,0,32,1577.0,1.3,2050,9,27,163
18293,40,86,1.632,0,32,1569.7,1.3,2041,9,26,163
18301,39,87,1.632,0,33,1585.3,1.5,2378,9,29,163
18302,41,87,1.631,1,33,1797.3,1.2,2157,9,28,163
18304,38,87,1.632,1,33,1810.3,1.2,2172,9,28,163
18306,39,86,1.633,0,32,1579.0,1.3,2053,9,27,163
18308,39,86,1.631,1,32,1799.8,1.2,2160,9,28,163
18313,39,86,1.632,1,32,1790.0,1.2,2148,9,27,163
18320,39,86,1.632,0,32,1574.7,1.3,2047,9,26,163
18327,40,87,1.633,0,33,1576.7,1.3,2050,9,26,163
18331,41,87,1.632,0,33,1573.0,1.3,2045,9,26,163
18332,39,86,1.632,1,32,1791.7,1.2,2150,9,27,163
18336,38,86,1.633,0,32,1577.1,1.3,2050,9,27,163
18337,38,87,1.632,0,33,1587.0,1.3,2063,9,27,163
18338,40,87,1.631,1,33,1801.0,1.2,2161,9,28,163
18345,40,86,1.631,1,32,1792.5,1.2,2151,9,28,163
18347,39,86,1.632,0,32,1575.5,1.5,2363,9,29,163
18353,39,86,1.631,0,32,1575.8,1.3,2049,9,26,163
18357,38,87,1.631,0,33,1589.4,1.5,2384,9,29,163
18359,39,87,1.631,1,33,1804.8,1.2,2166,9,28,163
18360,40,86,1.632,1,32,1786.3,1.2,2144,9,27,163
18364,41,87,1.633,0,33,1575.6,1.3,2048,9,26,163
18365,39,87,1.632,0,33,1584.6,1.3,2060,9,27,163
18372,41,86,1.632,0,32,1565.0,1.3,2034,9,26,163
18375,38,87,1.631,0,33,1585.7,1.3,2061,9,27,163
18380,39,87,1.633,0,32,1579.7,1.5,2370,9,29,163
18382,38,86,1.632,0,32,1579.3,1.3,2053,9,27,163
18383,41,87,1.632,0,33,1571.3,1.5,2357,9,29,163
18386,41,86,1.632,0,32,1569.2,1.3,2040,9,26,163
18388,40,87,1.632,0,33,1580.1,1.3,2054,9,27,163
18393,39,87,1.631,0,33,1583.8,1.5,2376,9,29,163
18394,41,86,1.633,0,32,1569.9,1.5,2355,9,29,163
18395,39,86,1.631,0,32,1577.9,1.5,2367,9,29,163
18396,39,86,1.633,0,32,1574.3,1.3,2047,9,26,163
18405,40,86,1.631,0,32,1569.2,1.3,2040,9,26,163
18411,40,86,1.633,0,32,1567.6,1.5,2351,9,29,163
18413,40,86,1.631,0,32,1571.1,1.5,2357,9,29,163
18418,40,87,1.632,1,33,1803.0,1.2,2164,9,28,163
18423,40,86,1.632,0,32,1572.2,1.3,2044,9,26,163
18425,41,86,1.633,1,32,1778.6,1.2,2134,9,27,163
18429,40,87,1.632,0,33,1581.0,1.5,2372,9,29,163
18431,39,87,1.631,0,33,1581.9,1.3,2056,9,27,163
18433,39,86,1.633,1,32,1801.5,1.2,2162,9,28,163
18439,39,87,1.632,0,33,1585.1,1.3,2061,9,27,163
18456,40,86,1.631,0,32,1567.7,1.5,2352,9,29,163
18461,38,87,1.633,0,33,1589.8,1.5,2385,9,29,163
18462,38,87,1.631,0,33,1589.2,1.5,2384,9,29,163
18466,39,87,1.633,1,32,1804.2,1.2,2165,9,28,163
18470,39,86,1.632,0,32,1575.5,1.5,2363,9,29,163
18472,40,86,1.632,1,32,1790.4,1.2,2149,9,27,163
18473,39,86,1.632,0,32,1572.9,1.5,2359,9,29,163
18474,40,86,1.633,0,32,1572.9,1.3,2045,9,26,163
18476,39,86,1.633,0,32,1578.6,1.3,2052,9,27,163
18479,41,87,1.632,0,33,1573.5,1.3,2046,9,26,163
18486,40,86,1.631,0,32,1570.0,1.3,2041,9,26,163
18488,40,86,1.631,0,32,1570.8,1.5,2356,9,29,163
18489,39,86,1.632,1,32,1799.3,1.2,2159,9,28,163
18490,39,86,1.631,0,32,1573.8,1.3,2046,9,26,163
18495,39,87,1.632,1,33,1807.7,1.2,2169,9,28,163
18496,39,87,1.633,0,33,1585.8,1.5,2379,9,29,163
18499,40,87,1.632,1,33,1798.3,1.2,2158,9,28,163
18501,39,86,1.633,1,32,1796.6,1.2,2156,9,28,163
18504,40,86,1.633,0,32,1566.8,1.5,2350,9,29,163
18507,38,87,1.632,0,33,1590.7,1.5,2386,9,29,163
18509,40,86,1.631,0,32,1570.9,1.5,2356,9,29,163
18512,38,87,1.632,0,33,1587.3,1.5,2381,9,29,163
18515,39,86,1.631,0,32,1573.3,1.3,2045,9,26,163
18523,41,87,1.631,0,33,1572.3,1.3,2044,9,26,163
18525,41,86,1.633,0,32,1563.3,1.3,2032,9,26,163
18528,40,87,1.633,0,32,1575.5,1.5,2363,9,29,163
18529,39,87,1.633,1,33,1806.3,1.2,2168,9,28,163
18532,38,86,1.633,0,32,1577.4,1.5,2366,9,29,163
18533,38,86,1.633,1,32,1800.1,1.2,2160,9,28,163
18534,40,87,1.632,0,33,1579.0,1.5,2368,9,29,163
18536,40,87,1.632,0,33,1579.5,1.5,2369,9,29,163
18542,40,86,1.632,0,32,1567.1,1.5,2351,9,29,163
18547,40,87,1.632,0,33,1577.0,1.5,2366,9,29,163
18550,40,87,1.633,0,33,1579.6,1.5,2369,9,29,163
18551,40,86,1.632,0,32,1573.3,1.5,2360,9,29,163
18552,41,86,1.632,0,32,1568.6,1.5,2353,9,29,163
18554,40,86,1.633,0,32,1572.6,1.5,2359,9,29,163
18556,40,86,1.631,0,32,1568.7,1.3,2039,9,26,163
18559,39,86,1.632,0,32,1574.1,1.3,2046,9,26,163
18563,38,87,1.632,0,33,1589.1,1.5,2384,9,29,163
18565,39,87,1.633,0,33,1582.0,1.3,2057,9,27,163
18572,39,86,1.631,0,32,1573.4,1.3,2045,9,26,163
18576,39,87,1.632,0,33,1584.5,1.3,2060,9,27,163
18583,39,86,1.632,0,32,1576.1,1.5,2364,9,29,163
18585,39,87,1.632,0,33,1583.8,1.3,2059,9,27,163
18586,39,86,1.631,0,33,1579.0,1.3,2053,9,27,163
18588,41,86,1.632,0,32,1568.5,1.3,2039,9,26,163
18595,39,86,1.631,1,32,1799.3,1.2,2159,9,28,163
18599,40,86,1.633,1,32,1794.0,1.2,2153,9,28,163
18606,39,87,1.632,1,33,1810.6,1.3,2354,9,29,163
18611,40,87,1.633,0,33,1579.4,1.5,2369,9,29,163
18619,41,87,1.631,1,33,1789.9,1.2,2148,9,27,163
18623,39,87,1.631,0,33,1584.4,1.5,2377,9,29,163
18625,39,86,1.633,0,32,1573.2,1.5,2360,9,29,163
18633,40,86,1.633,0,32,1574.9,1.5,2362,9,29,163
18638,41,86,1.631,0,32,1566.4,1.3,2036,9,26,163
18640,40,87,1.633,0,33,1577.7,1.3,2051,9,27,163
18643,39,86,1.632,1,32,1792.2,1.2,2151,9,28,163
18646,41,87,1.631,0,33,1576.5,1.3,2049,9,26,163
18654,38,87,1.631,0,33,1590.1,1.5,2385,9,29,163
18657,40,87,1.632,0,33,1578.4,1.5,2368,9,29,163
18658,40,86,1.633,0,32,1572.7,1.5,2359,9,29,163
18661,39,87,1.632,1,33,1808.7,1.3,2351,9,29,163
18663,39,87,1.633,0,33,1583.9,1.5,2376,9,29,163
18665,39,86,1.631,0,32,1578.6,1.5,2368,9,29,163
18668,41,87,1.632,1,33,1796.2,1.2,2155,9,28,163
18672,40,86,1.631,0,32,1573.8,1.3,2046,9,26,163
18676,39,87,1.633,1,33,1809.3,1.2,2171,9,28,163
18679,39,87,1.633,0,33,1584.1,1.5,2376,9,29,163
18682,41,87,1.633,0,33,1574.0,1.5,2361,9,29,163
18689,38,86,1.631,1,32,1804.8,1.2,2166,9,28,163
18696,40,86,1.631,0,32,1572.5,1.5,2359,9,29,163
18703,40,87,1.632,1,33,1799.9,1.2,2160,9,28,163
18704,39,87,1.633,0,32,1580.5,1.5,2371,9,29,163
18706,40,86,1.633,1,32,1790.0,1.2,2148,9,27,163
18707,40,86,1.632,1,32,1787.4,1.2,2145,9,27,163
18711,38,87,1.631,1,33,1810.7,1.2,2173,9,28,163
18717,38,87,1.632,1,33,1815.2,1.2,2178,9,28,163
18718,41,87,1.633,0,33,1572.2,1.5,2358,9,29,163
18719,40,87,1.632,0,33,1578.0,1.5,2367,9,29,163
18721,39,86,1.631,0,32,1578.3,1.5,2367,9,29,163
18728,40,87,1.633,0,33,1577.3,1.5,2366,9,29,163
18729,39,86,1.632,0,32,1574.7,1.5,2362,9,29,163
18733,40,86,1.633,1,32,1792.7,1.2,2151,9,28,163
18737,40,86,1.631,0,32,1570.7,1.5,2356,9,29,163
18738,40,87,1.632,0,33,1580.1,1.3,2054,9,27,163
18744,41,86,1.632,1,32,1776.7,1.2,2132,9,27,163
18746,40,86,1.633,1,32,1788.1,1.2,2146,9,27,163
18750,39,86,1.632,0,32,1574.0,1.5,2361,9,29,163
18753,38,86,1.632,0,32,1576.7,1.3,2050,9,26,163
18760,40,87,1.633,0,33,1578.8,1.3,2052,9,27,163
18762,40,86,1.632,1,32,1794.9,1.2,2154,9,28,163
18764,40,87,1.631,0,33,1576.9,1.5,2365,9,29,163
18768,41,87,1.631,1,33,1790.4,1.2,2148,9,27,163
18770,39,86,1.631,1,32,1790.7,1.2,2149,9,27,163
18773,39,86,1.632,0,32,1572.3,1.5,2358,9,29,163
18775,41,87,1.631,0,33,1575.8,1.5,2364,9,29,163
18776,40,86,1.632,1,32,1788.4,1.2,2146,9,27,163
18777,40,86,1.631,0,32,1574.1,1.3,2046,9,26,163
18779,38,87,1.633,0,33,1590.0,1.3,2067,9,27,163
18781,38,87,1.633,0,33,1590.8,1.3,2068,9,27,163
18783,40,86,1.633,0,32,1568.7,1.3,2039,9,26,163
18788,38,87,1.633,0,33,1587.0,1.5,2380,9,29,163
18793,40,86,1.633,0,32,1570.9,1.5,2356,9,29,163
18796,41,86,1.631,1,32,1782.4,1.2,2139,9,27,163
18797,39,86,1.631,0,32,1576.7,1.5,2365,9,29,163
18803,39,86,1.632,0,32,1573.2,1.5,2360,9,29,163
18808,39,86,1.632,0,32,1575.1,1.5,2363,9,29,163
18813,40,86,1.632,0,32,1574.6,1.3,2047,9,26,163
18814,40,87,1.632,1,33,1804.1,1.2,2165,9,28,163
18815,39,87,1.631,1,33,1804.8,1.2,2166,9,28,163
18820,39,87,1.631,0,33,1583.4,1.5,2375,9,29,163
18821,38,87,1.632,0,33,1586.7,1.5,2380,9,29,163
18825,40,87,1.633,0,32,1576.6,1.5,2365,9,29,163
18826,40,87,1.633,1,33,1802.8,1.2,2163,9,28,163
18827,39,86,1.632,0,32,1573.3,1.3,2045,9,26,163
18828,39,86,1.633,0,32,1573.8,1.5,2361,9,29,163
18831,38,86,1.632,0,32,1579.4,1.5,2369,9,29,163
18833,40,86,1.631,0,32,1570.6,1.5,2356,9,29,163
18834,38,86,1.631,0,33,1583.8,1.3,2059,9,27,163
18835,41,86,1.632,1,32,1777.3,1.2,2133,9,27,163
18836,41,86,1.632,0,32,1567.9,1.3,2038,9,26,163
18837,40,86,1.633,0,32,1569.3,1.5,2354,9,29,163
18838,39,86,1.633,1,32,1792.5,1.2,2151,9,28,163
18839,39,87,1.631,1,33,1809.1,1.2,2171,9,28,163
18842,39,86,1.633,0,32,1573.7,1.5,2360,9,29,163
18843,40,86,1.632,0,32,1569.5,1.5,2354,9,29,163
18847,41,86,1.632,0,32,1569.7,1.5,2355,9,29,163
18848,38,87,1.631,1,33,1817.8,1.2,2181,9,28,163
18850,40,87,1.632,0,33,1577.7,1.5,2367,9,29,163
18855,40,86,1.631,1,32,1784.8,1.2,2142,9,27,163
18857,39,86,1.632,1,32,1794.1,1.2,2153,9,28,163
18866,41,87,1.631,0,33,1576.5,1.3,2049,9,26,163
18867,40,86,1.632,1,32,1790.5,1.2,2149,9,27,163
18870,39,87,1.633,0,33,1582.7,1.5,2374,9,29,163
18882,40,87,1.633,1,33,1800.6,1.2,2161,9,28,163
18887,40,87,1.633,0,32,1575.1,1.3,2048,9,26,163
18888,40,87,1.631,1,33,1798.8,1.2,2159,9,28,163
18889,41,86,1.633,1,32,1787.0,1.2,2144,9,27,163
18891,41,86,1.631,0,32,1567.8,1.3,2038,9,26,163
18892,38,86,1.633,0,32,1583.9,1.5,2376,9,29,163
18901,41,86,1.633,0,32,1568.0,1.5,2352,9,29,163
18903,41,87,1.633,1,33,1798.0,1.2,2158,9,28,163
18904,38,86,1.631,0,32,1576.6,1.5,2365,9,29,163
18905,40,87,1.633,0,33,1581.3,1.3,2056,9,27,163
18906,39,86,1.633,1,32,1794.6,1.2,2153,9,28,163
18909,41,87,1.632,0,33,1573.9,1.3,2046,9,26,163
18911,40,86,1.631,0,32,1572.8,1.5,2359,9,29,163
18914,38,86,1.633,0,32,1583.9,1.3,2059,9,27,163
18918,39,87,1.633,1,32,1804.4,1.2,2165,9,28,163
18919,39,87,1.631,0,33,1582.1,1.5,2373,9,29,163
18933,39,87,1.633,1,33,1806.6,1.2,2168,9,28,163
18934,39,87,1.632,0,33,1582.0,1.3,2057,9,27,163
18935,41,86,1.631,0,32,1564.0,1.3,2033,9,26,163
18938,39,87,1.633,0,33,1581.5,1.5,2372,9,29,163
18943,40,86,1.633,0,32,1568.7,1.3,2039,9,26,163
18945,40,86,1.632,0,32,1572.7,1.5,2359,9,29,163
18947,39,87,1.632,0,33,1580.9,1.3,2055,9,27,163
18948,41,87,1.632,1,33,1796.5,1.2,2156,9,28,163
18949,38,87,1.632,0,33,1585.0,1.5,2378,9,29,163
18952,41,87,1.631,0,33,1574.0,1.3,2046,9,26,163
18956,39,86,1.631,1,32,1790.2,1.2,2148,9,27,163
18957,40,87,1.631,0,33,1574.8,1.5,2362,9,29,163
18964,40,87,1.633,0,32,1575.6,1.3,2048,9,26,163
18969,38,86,1.631,0,32,1577.8,1.3,2051,9,27,163
18970,41,86,1.633,0,32,1568.2,1.3,2039,9,26,163
18973,39,86,1.632,1,32,1793.4,1.2,2152,9,28,163
18974,39,86,1.631,0,32,1573.9,1.5,2361,9,29,163
18978,39,87,1.632,0,33,1586.0,1.5,2379,9,29,163
18987,40,86,1.631,1,32,1788.4,1.2,2146,9,27,163
18988,39,87,1.631,1,33,1803.3,1.2,2164,9,28,163
18989,38,86,1.633,0,32,1576.3,1.3,2049,9,26,163
18990,41,87,1.632,1,33,1796.1,1.2,2155,9,28,163
18993,39,87,1.632,0,33,1583.5,1.5,2375,9,29,163
18999,39,87,1.631,0,33,1580.0,1.5,2370,9,29,163
19001,40,87,1.632,0,33,1578.3,1.5,2367,9,29,163
19002,40,86,1.633,0,32,1573.4,1.3,2045,9,26,163
19006,39,86,1.633,1,32,1798.3,1.2,2158,9,28,163
19009,40,86,1.632,0,32,1569.6,1.3,2040,9,26,163
19016,41,87,1.632,1,33,1795.6,1.2,2155,9,28,163
19017,41,86,1.633,0,32,1569.3,1.5,2354,9,29,163
19027,39,86,1.632,0,32,1576.5,1.3,2049,9,26,163
19028,39,86,1.632,0,32,1576.4,1.3,2049,9,26,163
19029,39,87,1.631,0,33,1581.4,1.5,2372,9,29,163
19030,39,86,1.632,0,32,1575.5,1.3,2048,9,26,163
19033,39,86,1.633,0,32,1576.5,1.3,2049,9,26,163
19034,38,87,1.632,0,33,1590.8,1.5,2386,9,29,163
19042,38,87,1.632,0,33,1586.5,1.3,2063,9,27,163
19045,39,87,1.631,0,33,1583.7,1.5,2376,9,29,163
19047,39,86,1.631,0,32,1575.2,1.5,2363,9,29,163
19049,40,87,1.633,0,33,1578.2,1.5,2367,9,29,163
19067,39,87,1.633,0,33,1582.1,1.3,2057,9,27,163
19068,39,86,1.631,0,32,1574.9,1.5,2362,9,29,163
19076,40,87,1.633,0,33,1580.0,1.5,2370,9,29,163
19080,39,87,1.632,0,32,1579.7,1.5,2370,9,29,163
19082,38,87,1.631,1,33,1810.6,1.3,2354,9,29,163
19085,40,87,1.631,0,33,1580.5,1.3,2055,9,27,163
19089,41,87,1.633,0,33,1574.9,1.3,2047,9,26,163
19090,40,86,1.632,0,32,1573.7,1.3,2046,9,26,163
19092,40,86,1.632,0,32,1568.2,1.5,2352,9,29,163
19095,38,87,1.632,0,33,1585.7,1.3,2061,9,27,163
19104,39,87,1.633,0,33,1584.2,1.5,2376,9,29,163
19109,40,87,1.632,1,33,1796.0,1.2,2155,9,28,163
19111,41,87,1.631,1,33,1790.4,1.2,2148,9,27,163
19116,38,86,1.632,0,32,1577.2,1.3,2050,9,27,163
19117,39,87,1.632,0,33,1580.2,1.5,2370,9,29,163
19125,40,86,1.633,1,32,1793.7,1.2,2152,9,28,163
19126,38,86,1.632,1,32,1808.5,1.3,2351,9,29,163
19127,39,86,1.632,0,32,1578.9,1.5,2368,9,29,163
19130,41,86,1.632,0,32,1568.5,1.5,2353,9,29,163
19135,39,86,1.631,0,32,1576.7,1.5,2365,9,29,163
19146,38,87,1.631,1,33,1808.4,1.3,2351,9,29,163
19151,40,86,1.632,0,32,1570.3,1.5,2355,9,29,163
19152,40,87,1.633,0,33,1576.6,1.3,2050,9,26,163
19154,39,87,1.633,1,33,1806.5,1.2,2168,9,28,163
19156,38,86,1.632,0,32,1578.3,1.3,2052,9,27,163
19166,39,86,1.632,0,32,1571.1,1.3,2042,9,26,163
19167,39,86,1.631,0,32,1572.4,1.3,2044,9,26,163
19168,41,87,1.633,0,33,1572.0,1.3,2044,9,26,163
19174,38,87,1.632,0,33,1589.2,1.5,2384,9,29,163
19177,39,86,1.632,1,32,1796.6,1.2,2156,9,28,163
19179,38,87,1.632,0,33,1590.3,1.5,2385,9,29,163
19180,39,86,1.632,1,32,1797.9,1.2,2157,9,28,163
19182,41,87,1.633,0,33,1573.6,1.5,2360,9,29,163
19185,40,87,1.631,0,33,1575.5,1.3,2048,9,26,163
19186,40,86,1.633,0,32,1574.4,1.5,2362,9,29,163
19196,41,87,1.631,1,33,1788.6,1.2,2146,9,27,163
19197,38,86,1.632,0,32,1576.7,1.3,2050,9,26,163
19208,38,86,1.632,1,32,1799.7,1.2,2160,9,28,163
19210,39,86,1.632,0,32,1576.6,1.3,2050,9,26,163
19211,39,86,1.631,1,33,1801.0,1.2,2161,9,28,163
19216,38,86,1.632,1,32,1808.7,1.2,2170,9,28,163
19219,38,86,1.632,1,32,1797.4,1.2,2157,9,28,163
19220,41,87,1.633,1,33,1798.1,1.2,2158,9,28,163
19221,38,86,1.631,0,32,1576.8,1.3,2050,9,26,163
19227,39,86,1.632,0,32,1575.1,1.5,2363,9,29,163
19231,41,86,1.631,1,32,1777.7,1.2,2133,9,27,163
19238,40,87,1.632,0,33,1578.7,1.5,2368,9,29,163
19239,39,86,1.633,1,32,1793.2,1.2,2152,9,28,163
19242,40,87,1.632,0,33,1576.5,1.3,2049,9,26,163
19247,39,86,1.633,0,32,1571.5,1.3,2043,9,26,163
19248,40,86,1.633,0,32,1569.4,1.3,2040,9,26,163
19249,39,87,1.633,0,32,1580.9,1.3,2055,9,27,163
19251,39,87,1.631,0,33,1585.9,1.5,2379,9,29,163
19252,41,87,1.631,1,33,1791.4,1.2,2150,9,27,163
19253,40,86,1.631,0,32,1571.1,1.3,2042,9,26,163
19259,39,86,1.631,1,32,1798.5,1.2,2158,9,28,163
19263,41,86,1.632,0,32,1565.2,1.3,2035,9,26,163
19268,41,87,1.633,0,33,1575.9,1.5,2364,9,29,163
19270,38,87,1.631,0,33,1584.8,1.5,2377,9,29,163
19275,38,86,1.631,1,32,1804.7,1.2,2166,9,28,163
19281,38,86,1.631,0,32,1579.0,1.3,2053,9,27,163
19283,39,86,1.632,0,32,1579.1,1.5,2369,9,29,163
19287,39,86,1.631,0,32,1577.1,1.3,2050,9,27,163
19289,41,86,1.632,1,32,1782.1,1.2,2138,9,27,163
19293,38,87,1.632,0,32,1584.5,1.3,2060,9,27,163
19297,41,86,1.633,1,32,1778.1,1.2,2134,9,27,163
19306,40,86,1.631,0,32,1568.1,1.3,2039,9,26,163
19309,41,86,1.631,0,32,1568.6,1.5,2353,9,29,163
19310,39,86,1.632,0,32,1574.0,1.5,2361,9,29,163
19315,41,87,1.631,1,33,1790.4,1.2,2148,9,27,163
19317,39,87,1.632,0,33,1582.6,1.3,2057,9,27,163
19321,40,86,1.632,1,32,1794.9,1.2,2154,9,28,163
19325,38,87,1.633,1,33,1818.1,1.3,2364,9,29,163
19330,39,86,1.633,0,32,1575.4,1.3,2048,9,26,163
19331,41,86,1.633,1,32,1782.3,1.2,2139,9,27,163
19336,40,86,1.632,1,32,1787.6,1.2,2145,9,27,163
19337,38,87,1.633,1,33,1816.7,1.2,2180,9,28,163
19338,40,87,1.632,0,33,1580.6,1.5,2371,9,29,163
19339,41,87,1.632,0,33,1571.8,1.3,2043,9,26,163
19342,40,87,1.633,0,33,1578.2,1.5,2367,9,29,163
19343,39,86,1.633,0,32,1575.8,1.3,2048,9,26,163
19345,39,87,1.632,0,33,1586.0,1.3,2062,9,27,163
19347,39,87,1.631,0,33,1583.1,1.5,2375,9,29,163
19353,40,86,1.633,0,32,1573.5,1.5,2360,9,29,163
19356,40,86,1.631,0,32,1567.9,1.5,2352,9,29,163
19359,40,87,1.633,0,33,1577.2,1.5,2366,9,29,163
19364,41,87,1.632,1,33,1795.1,1.2,2154,9,28,163
19369,39,87,1.632,0,33,1584.9,1.5,2377,9,29,163
19370,39,86,1.633,0,32,1571.4,1.5,2357,9,29,163
19374,39,87,1.632,0,33,1580.4,1.3,2055,9,27,163
19375,39,87,1.631,0,33,1580.4,1.5,2371,9,29,163
19382,41,86,1.633,1,32,1787.0,1.2,2144,9,27,163
19386,40,87,1.632,0,33,1576.2,1.5,2364,9,29,163
19388,39,87,1.633,1,33,1805.3,1.2,2166,9,28,163
19395,41,86,1.631,0,32,1567.2,1.3,2037,9,26,163
19400,40,86,1.633,0,32,1568.4,1.5,2353,9,29,163
19401,40,86,1.631,0,32,1570.1,1.5,2355,9,29,163
19403,40,86,1.632,1,32,1793.3,1.2,2152,9,28,163
19405,39,86,1.633,0,32,1578.4,1.5,2368,9,29,163
19410,38,86,1.632,0,32,1577.2,1.3,2050,9,27,163
19414,40,87,1.633,0,33,1580.0,1.5,2370,9,29,163
19415,38,86,1.631,1,32,1805.5,1.2,2167,9,28,163
19416,39,86,1.633,0,32,1578.2,1.3,2052,9,27,163
19418,39,86,1.632,1,32,1800.7,1.2,2161,9,28,163
19420,38,87,1.632,1,33,1811.1,1.2,2173,9,28,163
19429,39,86,1.631,0,32,1575.2,1.5,2363,9,29,163
19430,41,87,1.633,0,33,1574.7,1.5,2362,9,29,163
19433,40,87,1.632,0,33,1576.2,1.5,2364,9,29,163
19440,40,86,1.631,1,32,1793.0,1.2,2152,9,28,163
19444,40,87,1.633,0,32,1576.6,1.3,2050,9,26,163
19449,40,87,1.632,0,33,1575.5,1.5,2363,9,29,163
19451,39,86,1.633,0,32,1578.1,1.3,2051,9,27,163
19457,39,86,1.632,0,32,1578.6,1.3,2052,9,27,163
19459,39,87,1.633,1,33,1809.5,1.2,2171,9,28,163
19460,40,86,1.632,0,32,1572.7,1.5,2359,9,29,163
19470,38,87,1.631,0,33,1585.0,1.5,2378,9,29,163
19471,40,87,1.632,1,33,1804.2,1.2,2165,9,28,163
19474,41,86,1.633,0,32,1566.0,1.3,2036,9,26,163
19476,40,86,1.633,1,32,1787.9,1.2,2145,9,27,163
19478,40,87,1.633,0,33,1578.3,1.3,2052,9,27,163
19487,40,87,1.633,0,33,1580.4,1.5,2371,9,29,163
19488,41,86,1.632,0,32,1568.7,1.5,2353,9,29,163
19489,39,87,1.631,1,33,1801.6,1.2,2162,9,28,163
19491,38,87,1.633,1,33,1817.7,1.3,2363,9,29,163
